obsra,obsdec,z_helio,quality,specid
+10:30:01.12,-35:48:50.7,     +0.006539,          3,               50432
+12:17:24.36,-09:57:05.9,     +0.006536,          4,               59110
+13:45:46.15,-37:13:13.8,     +0.006532,          3,               70123
+09:30:52.89,-14:44:08.8,     +0.006529,          4,               45733
+15:13:45.72,-14:16:11.4,     +0.006528,          4,               78314
+13:24:41.80,-19:41:45.4,     +0.006528,          4,               67437
+13:19:40.57,-27:25:44.3,     +0.006527,          4,               67539
+06:43:19.76,-35:09:28.5,     +0.006511,          4,               37302
+14:52:07.95,-02:31:47.0,     +0.006510,          3,               76374
+10:29:15.04,-35:03:54.4,     +0.006505,          3,               50455
+11:58:45.55,-18:14:45.8,     +0.006504,          4,              128200
+11:51:59.69,-15:29:21.7,     +0.006501,          4,               56904
+23:43:04.09,-51:31:40.8,     +0.006500,          4,              115172
+12:11:31.23,-14:28:37.8,     +0.006500,          4,               58721
+09:25:28.48,-09:29:08.7,     +0.006492,          4,               44435
+08:51:52.70,-17:51:16.0,     +0.006487,          4,               42752
+11:23:53.48,-16:50:09.6,     +0.006486,          4,               54429
+08:59:25.55,-24:55:35.1,     +0.006481,          4,               42971
+23:02:23.75,-21:21:12.6,     +0.006476,          4,              112113
+03:46:19.01,-34:56:36.8,     +0.006470,          4,               21590
+21:52:42.48,-48:15:14.0,     +0.006470,          4,              104720
+05:32:23.83,-25:13:53.1,     +0.006468,          4,              120440
+09:43:28.56,-05:21:56.1,     +0.006467,          4,               46046
+03:22:45.16,-37:11:30.0,     +0.006466,          4,               20592
+14:52:07.95,-02:31:47.0,     +0.006465,          4,               76475
+22:13:57.36,-42:35:28.2,     +0.006464,          4,              106210
+13:15:04.08,-16:23:39.3,     +0.006462,          4,               65590
+09:35:20.38,-08:48:36.2,     +0.006460,          4,               45815
+22:13:22.00,-46:01:00.0,     +0.006459,          4,              135491
+10:59:14.02,-12:22:23.1,     +0.006459,          4,               52707
+01:37:59.99,-07:33:59.7,     +0.006458,          4,               10264
+13:02:40.23,-50:07:03.5,     +0.006457,          4,               63204
+14:52:34.79,-03:33:41.6,     +0.006450,          3,               76385
+21:56:09.73,-49:31:19.0,     +0.006449,          4,              104681
+02:33:34.31,-39:02:41.6,     +0.006449,          4,               14993
+22:57:54.86,-35:51:28.5,     +0.006435,          4,              110534
+14:52:34.79,-03:33:41.6,     +0.006435,          4,               76486
+10:44:29.17,-11:12:28.5,     +0.006429,          4,               51466
+01:29:47.61,-06:58:48.2,     +0.006424,          4,              122479
+03:31:08.06,-33:37:42.1,     +0.006399,          4,               20322
+08:41:38.77,-20:44:39.0,     +0.006397,          4,               42249
+09:36:12.42,-08:26:03.9,     +0.006396,          4,               45228
+09:20:30.89,-12:52:19.2,     +0.006387,          4,               44558
+11:13:21.64,-11:44:30.5,     +0.006387,          4,               53832
+08:56:12.85,-03:14:35.2,     +0.006381,          4,               43132
+03:41:49.82,-19:34:52.5,     +0.006381,          4,               21433
+05:50:46.63,-21:34:02.1,     +0.006380,          4,               33190
+02:04:34.88,-10:06:30.0,     +0.006379,          4,               12386
+11:52:33.40,-29:07:19.4,     +0.006379,          3,               57206
+05:31:51.70,-23:08:40.0,     +0.006377,          3,               32154
+11:43:02.91,-23:26:03.8,     +0.006375,          4,               56448
+09:10:03.74,-33:09:14.6,     +0.006375,          3,               44486
+02:09:28.23,-09:40:48.1,     +0.006371,          4,               12439
+13:28:45.09,-21:29:40.9,     +0.006369,          4,               66596
+12:03:46.74,-28:40:14.9,     +0.006362,          3,               57265
+05:16:46.24,-12:20:59.8,     +0.006359,          4,               31007
+02:16:10.44,-11:55:36.2,     +0.006358,          4,               13365
+14:58:22.65,-01:05:27.9,     +0.006357,          4,               76894
+22:25:01.54,-51:47:44.7,     +0.006357,          3,              135570
+19:43:33.71,-58:39:02.8,     +0.006356,          4,              130051
+08:41:38.77,-20:44:39.0,     +0.006353,          4,               42701
+14:56:41.22,-17:14:38.2,     +0.006350,          4,              119142
+09:13:31.60,-63:37:35.1,     +0.006349,          4,               43675
+03:37:39.24,-18:20:22.1,     +0.006346,          4,               21254
+15:00:27.38,-07:05:32.3,     +0.006340,          4,               77267
+06:35:00.73,-21:46:07.9,     +0.006340,          4,               37462
+13:16:57.47,-25:20:15.0,     +0.006338,          4,               65352
+03:29:33.39,-15:14:17.2,     +0.006331,          4,               20122
+08:59:35.52,-25:21:38.3,     +0.006331,          4,               42970
+02:04:12.27,-10:04:44.3,     +0.006329,          4,               12385
+15:13:54.22,-13:06:22.0,     +0.006329,          4,               78380
+01:09:41.48,-02:16:01.5,     +0.006328,          4,              122213
+10:33:16.20,-34:31:10.1,     +0.006325,          4,               50500
+11:33:29.60,-26:56:47.6,     +0.006322,          4,               54720
+15:00:55.70,-07:27:26.5,     +0.006320,          4,               77273
+12:02:37.73,-24:18:07.5,     +0.006319,          4,               57247
+11:48:19.82,-29:04:00.3,     +0.006319,          4,               56561
+09:21:08.39,-31:53:24.7,     +0.006319,          4,              127068
+01:26:46.52,-00:38:44.8,     +0.006319,          4,              122302
+06:44:49.08,-27:38:18.4,     +0.006312,          4,               38885
+11:52:51.84,-18:09:12.3,     +0.006309,          4,              128121
+22:15:48.99,-45:50:47.2,     +0.006308,          4,              106382
+05:26:52.57,-25:22:16.4,     +0.006306,          4,              120428
+01:05:18.59,-04:24:29.7,     +0.006304,          4,              122194
+03:34:45.78,-13:08:37.6,     +0.006303,          4,              123822
+11:50:03.20,-28:40:17.1,     +0.006298,          4,               57212
+13:27:06.56,-27:57:23.0,     +0.006297,          4,               67058
+09:26:24.61,-17:58:09.4,     +0.006296,          4,               45048
+11:25:02.47,-09:47:43.4,     +0.006291,          4,               54998
+03:27:58.42,-37:09:00.0,     +0.006291,          4,               20590
+22:15:07.20,-46:16:57.7,     +0.006290,          3,              135486
+04:23:44.18,-03:39:48.9,     +0.006289,          4,               25492
+03:26:31.34,-21:13:00.5,     +0.006287,          4,               19945
+12:06:40.77,-29:45:36.9,     +0.006286,          4,               57444
+03:28:14.52,-17:25:11.3,     +0.006281,          4,               20511
+13:27:00.89,-30:04:35.0,     +0.006280,          4,               67516
+09:06:49.05,-15:29:59.2,     +0.006279,          4,               43536
+03:22:41.75,-37:10:26.3,     +0.006276,          4,               20193
+12:10:45.13,-26:42:15.2,     +0.006273,          4,               58482
+23:32:37.87,-80:50:40.1,     +0.006270,          4,              114064
+11:33:29.25,-26:56:44.8,     +0.006269,          4,               55262
+08:37:56.20,-02:27:47.6,     +0.006269,          4,               42474
+14:52:54.90,-03:49:36.4,     +0.006266,          4,               76853
+03:52:41.97,-18:45:17.8,     +0.006265,          4,               23305
+14:37:53.34,-00:23:55.9,     +0.006262,          4,               75045
+15:09:16.09,-11:19:18.0,     +0.006261,          4,               77822
+22:54:18.61,-39:18:53.9,     +0.006260,          4,              111407
+09:21:08.59,-31:53:33.3,     +0.006258,          4,               44797
+01:31:36.85,-06:53:37.5,     +0.006256,          4,               10267
+22:54:18.61,-39:18:53.9,     +0.006255,          4,              110012
+12:05:46.91,-27:56:24.5,     +0.006255,          4,               57935
+11:48:46.31,-27:22:45.0,     +0.006250,          4,               56510
+03:38:51.91,-35:35:39.1,     +0.006248,          4,               21486
+05:32:46.51,-24:55:32.6,     +0.006248,          4,              120444
+12:51:29.32,-41:50:38.3,     +0.006247,          4,               62607
+14:56:01.93,-01:23:15.8,     +0.006246,          4,               76898
+01:32:51.91,-07:01:53.6,     +0.006245,          4,              122484
+01:31:20.74,-06:52:04.8,     +0.006245,          4,              122482
+06:41:54.03,-27:27:23.9,     +0.006243,          3,              134216
+09:21:34.37,-12:43:23.2,     +0.006238,          4,               44557
+08:55:36.51,-03:11:02.2,     +0.006235,          4,               43131
+14:05:21.48,-41:48:55.3,     +0.006230,          4,               71068
+23:55:31.71,-55:54:13.1,     +0.006223,          3,              133369
+15:48:07.04,-08:35:22.7,     +0.006223,          4,              129727
+06:01:07.97,-23:40:20.5,     +0.006223,          4,               34565
+08:29:21.61,-16:53:02.0,     +0.006222,          4,               41457
+14:55:42.82,-01:00:32.9,     +0.006206,          4,               76887
+03:36:53.93,-24:54:45.2,     +0.006206,          4,               22374
+01:30:54.18,-06:49:41.1,     +0.006202,          4,                9737
+14:38:40.31,-08:40:03.2,     +0.006199,          4,               74921
+09:30:36.30,-12:02:03.0,     +0.006195,          4,              118688
+03:36:27.59,-34:58:33.7,     +0.006189,          4,               20336
+00:26:46.29,-33:40:37.5,     +0.006188,          4,                4430
+11:23:09.76,-12:58:52.7,     +0.006185,          4,               55093
+03:33:26.67,-23:42:46.0,     +0.006178,          4,               21381
+14:13:19.87,-03:08:56.0,     +0.006178,          4,               73168
+23:39:07.16,-12:13:26.6,     +0.006171,          4,              115123
+23:38:49.62,-51:51:35.2,     +0.006170,          4,              115173
+10:04:17.20,-75:28:43.6,     +0.006169,          4,               46482
+03:44:56.81,-23:42:00.0,     +0.006162,          4,               21476
+05:58:39.37,-25:24:53.3,     +0.006162,          4,               34270
+08:54:59.40,-02:59:15.4,     +0.006161,          4,               43129
+22:13:52.69,-43:36:19.0,     +0.006155,          3,              136051
+09:45:53.43,-00:16:05.8,     +0.006155,          4,               46378
+05:27:19.63,-22:41:05.2,     +0.006151,          4,               31357
+15:07:03.55,-10:45:21.0,     +0.006150,          4,               77829
+05:57:53.41,-23:10:50.8,     +0.006148,          4,               34558
+21:53:20.23,-47:52:56.8,     +0.006140,          4,              104701
+11:57:14.90,-27:42:00.3,     +0.006140,          4,               57272
+09:42:23.11,-06:15:05.1,     +0.006139,          4,               45827
+06:00:25.33,-21:40:17.7,     +0.006137,          4,              125909
+03:35:30.53,-14:12:37.0,     +0.006136,          4,               21196
+09:41:50.38,-07:19:47.2,     +0.006130,          4,               45833
+23:47:48.74,-57:04:21.0,     +0.006121,          4,              133370
+00:52:51.65,-27:19:32.3,     +0.006118,          4,                6969
+03:40:00.08,-19:25:34.7,     +0.006115,          4,               21937
+06:22:53.66,-37:38:40.3,     +0.006113,          4,              134015
+11:50:11.70,-28:30:41.2,     +0.006087,          4,               57918
+01:33:05.30,-07:18:41.1,     +0.006086,          4,                9733
+01:35:05.68,-07:20:25.1,     +0.006082,          4,              122473
+12:48:26.15,-40:56:09.0,     +0.006082,          4,               63083
+06:31:57.48,-26:46:08.8,     +0.006080,          4,              134129
+08:55:48.80,-03:07:39.3,     +0.006080,          4,               43087
+09:46:28.55,-00:26:03.4,     +0.006078,          4,               46380
+20:17:29.11,-10:50:50.7,     +0.006075,          4,               93619
+13:09:40.64,-07:50:00.3,     +0.006074,          4,               63390
+09:21:08.59,-31:53:33.3,     +0.006072,          4,               44691
+09:41:09.69,-07:47:07.1,     +0.006070,          4,               45807
+09:10:49.46,-08:53:26.5,     +0.006070,          4,               43918
+13:20:24.97,-20:36:39.6,     +0.006067,          4,               67423
+22:18:51.02,-47:45:33.1,     +0.006061,          4,              135475
+02:13:11.02,-17:16:49.3,     +0.006058,          4,               13769
+02:14:57.27,-20:12:42.4,     +0.006056,          4,               13752
+13:21:46.16,-27:25:49.4,     +0.006055,          4,               67054
+08:21:42.77,-00:26:00.6,     +0.006050,          4,               41077
+03:28:02.54,-28:16:41.0,     +0.006047,          4,               21288
+15:04:30.22,-00:51:05.4,     +0.006040,          4,               76917
+16:07:05.19,-11:25:52.4,     +0.006034,          4,               81167
+04:08:07.60,-17:11:34.4,     +0.006033,          4,               23749
+11:51:01.74,-28:48:21.2,     +0.006030,          4,               56568
+03:21:03.43,-37:06:06.1,     +0.006029,          4,               20190
+03:14:15.55,-02:49:42.6,     +0.006021,          4,               18774
+03:21:19.09,-24:46:10.5,     +0.006020,          4,               19611
+09:09:39.90,-08:35:46.9,     +0.006016,          4,               43919
+03:31:08.26,-36:17:24.4,     +0.006016,          3,               20349
+06:02:15.42,-23:52:01.0,     +0.006014,          4,               34263
+14:10:25.03,-43:19:28.6,     +0.006014,          4,               72548
+00:47:39.57,-27:56:51.1,     +0.006012,          4,                4767
+04:28:45.16,-12:30:35.3,     +0.006011,          4,               25604
+13:16:58.46,-16:38:04.6,     +0.006010,          4,              128596
+11:51:37.61,-28:47:29.1,     +0.006007,          4,               56569
+23:38:57.09,-12:57:39.9,     +0.006006,          4,              132553
+23:35:27.47,-16:42:18.3,     +0.006004,          4,              115423
+01:56:15.99,-22:54:04.0,     +0.006000,          4,               11541
+21:24:35.99,-64:04:59.8,     +0.005997,          3,              100620
+18:32:35.14,-63:17:35.7,     +0.005992,          4,               86085
+03:18:32.82,-25:50:08.4,     +0.005989,          4,               19607
+19:40:42.38,-22:16:13.5,     +0.005989,          4,              119861
+03:31:00.19,-35:28:09.1,     +0.005987,          4,               20337
+01:05:55.46,-02:51:36.0,     +0.005985,          4,              121928
+12:07:11.21,-29:49:25.3,     +0.005983,          4,               57955
+09:21:27.49,-11:54:34.2,     +0.005982,          4,               44356
+14:02:47.28,-40:53:09.4,     +0.005977,          3,              134722
+05:37:47.60,-22:52:40.4,     +0.005973,          4,               32163
+06:40:27.41,-27:02:22.4,     +0.005973,          4,              134217
+05:21:48.15,-23:48:36.5,     +0.005972,          4,               31399
+11:48:01.01,-10:57:43.4,     +0.005968,          4,              128007
+14:57:44.85,-02:59:13.7,     +0.005968,          3,               76852
+08:47:01.94,-17:37:46.1,     +0.005965,          4,               42747
+09:02:53.42,-08:48:58.5,     +0.005965,          4,               43720
+08:54:27.07,-03:04:01.3,     +0.005964,          4,               43134
+22:09:24.98,-47:06:12.8,     +0.005960,          4,              107156
+12:01:07.41,-24:34:18.2,     +0.005959,          4,               57245
+02:05:42.43,-15:02:32.7,     +0.005958,          4,               12507
+00:19:09.30,-57:38:29.6,     +0.005958,          4,                3541
+01:03:09.66,-03:02:56.0,     +0.005954,          4,              121832
+23:36:20.65,-17:16:11.9,     +0.005954,          4,              115412
+03:46:15.49,-15:59:52.5,     +0.005952,          3,               22170
+09:23:05.16,-32:25:37.3,     +0.005950,          3,               44506
+11:52:12.19,-29:12:55.8,     +0.005947,          3,               56573
+12:06:07.19,-22:50:54.2,     +0.005944,          4,               59131
+10:30:25.79,-35:06:29.2,     +0.005941,          4,               50348
+01:49:10.84,-10:25:35.4,     +0.005938,          4,               11427
+03:55:03.89,-20:23:00.3,     +0.005938,          4,              124126
+03:33:30.24,-36:09:31.5,     +0.005937,          4,               21492
+11:54:49.59,-16:51:52.2,     +0.005937,          4,              128192
+03:40:29.37,-26:51:44.1,     +0.005935,          4,               22355
+03:29:02.49,-26:26:43.1,     +0.005933,          4,               19675
+00:20:56.98,-63:51:25.4,     +0.005932,          4,                 297
+22:45:37.21,-40:54:57.3,     +0.005930,          3,              109396
+11:40:34.59,-10:05:08.9,     +0.005930,          3,              128029
+21:56:42.92,-21:12:33.9,     +0.005927,          4,              105691
+11:31:31.94,-30:18:27.7,     +0.005926,          4,               55461
+22:02:56.75,-20:28:16.6,     +0.005925,          4,              105686
+13:19:28.80,-35:06:05.7,     +0.005924,          4,              134447
+12:01:07.22,-24:34:07.0,     +0.005922,          4,               58373
+11:14:19.85,-26:54:48.3,     +0.005922,          4,               53033
+03:02:38.48,-18:53:52.0,     +0.005921,          4,               17862
+19:43:33.83,-58:38:23.0,     +0.005913,          3,              119885
+14:39:49.70,-00:43:06.4,     +0.005912,          4,               75049
+23:48:13.34,-16:07:14.5,     +0.005909,          4,              132631
+12:01:29.88,-23:18:57.9,     +0.005909,          4,               56891
+22:03:29.00,-20:19:04.7,     +0.005908,          4,              105780
+03:32:28.29,-23:22:51.3,     +0.005908,          4,               21385
+11:56:57.89,-19:51:18.4,     +0.005907,          4,               57806
+11:14:20.02,-26:54:46.4,     +0.005905,          4,               53413
+13:04:19.11,-07:38:58.0,     +0.005902,          4,               63383
+03:36:39.07,-20:54:07.2,     +0.005901,          4,               20548
+00:55:02.35,-07:19:59.1,     +0.005900,          4,                6267
+03:36:39.07,-20:54:07.2,     +0.005896,          4,               21428
+23:39:53.81,-12:17:33.8,     +0.005894,          4,              115122
+12:02:53.95,-16:22:25.0,     +0.005893,          4,               58285
+13:03:00.57,-08:05:05.9,     +0.005891,          4,               63397
+19:36:02.33,-61:01:40.3,     +0.005889,          4,              130165
+03:40:41.54,-22:39:04.1,     +0.005877,          4,               21475
+11:20:39.57,-10:15:26.5,     +0.005876,          4,               54992
+22:56:54.33,-37:20:50.7,     +0.005873,          4,              111400
+02:28:12.38,-01:20:56.3,     +0.005866,          4,               13695
+06:46:33.05,-26:28:50.3,     +0.005862,          4,               38897
+11:32:55.17,-27:38:35.2,     +0.005860,          4,               55295
+11:30:11.76,-26:53:04.9,     +0.005858,          4,               55259
+07:55:04.21,-76:24:45.0,     +0.005857,          4,               41491
+14:01:59.04,-41:02:17.6,     +0.005857,          4,              134721
+10:29:31.00,-35:15:35.5,     +0.005855,          4,               50452
+05:33:09.16,-78:01:09.9,     +0.005852,          4,               28007
+13:20:28.83,-19:50:34.9,     +0.005848,          4,               65641
+13:25:18.54,-21:08:03.0,     +0.005845,          4,               67425
+03:40:57.14,-21:42:49.9,     +0.005841,          4,               21443
+22:23:13.73,-28:58:44.1,     +0.005840,          4,              106730
+22:56:57.17,-43:45:37.6,     +0.005835,          4,              111574
+11:45:26.17,-10:06:10.4,     +0.005834,          4,              128055
+22:41:52.37,-44:46:01.8,     +0.005830,          4,              111021
+05:34:21.68,-23:32:00.0,     +0.005825,          4,              120450
+23:31:31.73,-42:08:48.3,     +0.005823,          4,              121235
+00:16:36.09,-64:11:37.0,     +0.005822,          4,                 302
+19:13:49.25,-15:49:21.2,     +0.005819,          4,               88812
+03:27:35.57,-21:13:41.4,     +0.005816,          4,               21406
+09:28:06.34,-11:04:05.9,     +0.005814,          4,              118696
+22:20:42.52,-47:26:45.0,     +0.005812,          3,              135474
+20:49:40.00,-32:41:53.5,     +0.005811,          3,               97653
+12:29:21.12,-23:09:59.8,     +0.005810,          4,               60367
+19:08:00.44,-15:48:33.0,     +0.005809,          4,               88806
+03:41:32.60,-34:53:18.0,     +0.005809,          4,               21587
+22:14:55.83,-66:50:57.9,     +0.005808,          4,              107072
+09:10:11.07,-79:14:18.9,     +0.005804,          4,               40928
+12:07:14.16,-30:01:27.6,     +0.005804,          4,               59220
+08:43:46.83,-17:40:46.0,     +0.005804,          4,               42742
+03:27:35.57,-21:13:41.4,     +0.005800,          3,               20559
+11:54:40.10,-13:58:30.1,     +0.005800,          4,               56919
+03:55:46.54,-36:15:42.9,     +0.005798,          4,               23091
+22:15:08.01,-45:35:01.4,     +0.005798,          4,              106383
+01:37:30.79,-08:53:07.3,     +0.005794,          3,               10247
+03:52:07.74,-44:31:58.5,     +0.005790,          4,               22503
+10:30:18.27,-35:11:48.8,     +0.005785,          3,               50532
+23:27:21.04,-23:29:55.7,     +0.005784,          4,              114459
+03:51:24.52,-15:24:08.1,     +0.005782,          4,               22689
+12:40:08.84,-00:21:04.0,     +0.005780,          4,               61218
+22:14:47.03,-29:41:13.6,     +0.005779,          3,              131561
+08:48:59.50,-18:35:14.9,     +0.005776,          4,               42766
+11:51:40.51,-30:05:31.5,     +0.005771,          4,               56572
+03:36:31.69,-35:17:42.7,     +0.005770,          4,               20637
+03:14:09.04,-02:49:21.6,     +0.005767,          4,               19394
+12:06:18.71,-22:05:50.7,     +0.005764,          4,               59135
+12:42:32.03,-00:04:57.1,     +0.005760,          4,               61224
+12:05:59.29,-27:00:56.1,     +0.005756,          4,               58343
+23:22:13.09,-31:49:40.9,     +0.005735,          4,              113069
+03:34:53.67,-24:47:27.5,     +0.005735,          4,               21631
+22:30:30.05,-45:59:44.4,     +0.005733,          3,              135528
+06:12:14.25,-38:46:23.3,     +0.005731,          4,              134027
+14:25:45.39,-05:24:06.9,     +0.005730,          4,               74184
+03:32:29.37,-15:13:16.1,     +0.005728,          4,               21194
+02:47:44.01,-20:36:46.0,     +0.005725,          4,               16066
+02:23:01.91,-20:42:43.4,     +0.005723,          4,               13128
+12:00:31.85,-24:43:26.4,     +0.005722,          4,               58375
+14:42:45.89,-00:21:04.8,     +0.005722,          4,               75053
+08:33:50.02,-13:10:28.8,     +0.005718,          4,               42298
+22:57:10.61,-36:27:44.2,     +0.005715,          4,              110539
+08:46:00.99,-19:18:10.4,     +0.005714,          4,               42777
+23:50:53.80,-40:43:49.2,     +0.005713,          4,              115781
+03:04:27.15,-16:13:41.5,     +0.005710,          4,               18106
+01:46:55.27,-14:27:09.5,     +0.005709,          4,               10970
+22:55:00.91,-39:39:40.3,     +0.005709,          4,              110011
+12:09:36.23,-23:24:43.0,     +0.005705,          4,               59130
+03:43:26.46,-21:19:44.2,     +0.005702,          4,               21453
+15:01:58.70,-07:07:53.1,     +0.005700,          4,               77260
+23:03:50.09,-28:44:37.0,     +0.005700,          3,              111328
+22:35:30.67,-44:24:35.2,     +0.005694,          4,              135523
+22:55:00.91,-39:39:40.3,     +0.005694,          4,              111397
+06:04:42.97,-26:07:29.8,     +0.005692,          4,               34609
+22:39:18.03,-01:42:00.9,     +0.005692,          4,              135441
+22:27:30.54,-09:39:59.1,     +0.005690,          4,              107825
+09:02:05.57,-64:54:15.5,     +0.005690,          4,               43701
+08:42:57.12,-20:03:04.1,     +0.005687,          4,               42247
+11:48:50.40,-02:01:56.4,     +0.005687,          4,               57021
+11:49:24.57,-05:07:06.3,     +0.005687,          4,               56064
+03:54:29.01,-20:25:38.0,     +0.005687,          4,               23268
+08:43:15.73,-20:39:45.5,     +0.005683,          4,               42698
+08:52:18.33,-17:44:40.2,     +0.005677,          4,               42755
+22:09:43.04,-58:58:26.4,     +0.005673,          4,              107646
+21:21:30.27,-49:03:42.5,     +0.005673,          4,               99445
+09:10:11.07,-79:14:18.9,     +0.005672,          4,              126697
+03:47:18.25,-14:41:50.1,     +0.005671,          4,               22634
+11:53:24.06,-28:33:11.4,     +0.005669,          4,               57208
+03:54:38.92,-20:30:07.8,     +0.005666,          4,              124127
+03:42:27.80,-26:02:42.5,     +0.005665,          4,               22354
+07:00:17.54,-30:09:49.6,     +0.005662,          4,              126197
+11:23:40.24,-09:47:44.0,     +0.005661,          4,               54995
+03:19:35.99,-19:23:44.8,     +0.005658,          4,               20486
+00:33:07.36,-32:15:29.9,     +0.005658,          4,                4295
+12:01:50.58,-24:07:25.1,     +0.005652,          4,               58382
+03:42:26.77,-41:08:41.5,     +0.005651,          4,               22042
+08:33:22.77,-22:58:25.0,     +0.005648,          4,               42074
+14:21:13.05,-46:17:51.9,     +0.005642,          4,               74280
+22:57:13.49,-43:23:45.5,     +0.005636,          4,              111559
+11:34:13.94,-09:50:44.4,     +0.005634,          4,               55044
+03:36:56.75,-20:35:23.0,     +0.005634,          4,               20545
+01:05:01.87,-06:44:05.9,     +0.005633,          4,              122159
+03:36:54.32,-35:22:29.0,     +0.005630,          4,               20638
+03:36:56.75,-20:35:23.0,     +0.005629,          4,               21426
+12:01:53.00,-18:52:03.5,     +0.005628,          4,               57837
+13:16:58.46,-16:38:04.6,     +0.005628,          4,               65123
+23:50:53.98,-40:43:41.6,     +0.005628,          4,              116801
+02:27:22.77,-29:37:34.6,     +0.005625,          3,              117988
+15:07:04.79,-03:42:01.5,     +0.005622,          4,               76952
+00:50:04.10,-66:33:09.8,     +0.005621,          4,                5459
+00:34:46.76,-08:23:47.2,     +0.005621,          4,                3930
+03:52:21.29,-42:08:23.0,     +0.005620,          3,               22136
+11:49:13.23,-29:16:36.9,     +0.005620,          4,               57398
+05:58:47.52,-26:39:10.8,     +0.005611,          4,               34288
+23:19:21.04,-42:15:25.6,     +0.005610,          4,              113507
+03:08:43.94,-14:10:29.0,     +0.005608,          4,               18915
+11:46:32.49,-30:05:56.5,     +0.005607,          4,               55529
+03:32:57.63,-21:05:21.9,     +0.005604,          4,               21413
+11:27:05.04,-28:58:48.8,     +0.005603,          4,               55483
+03:41:31.07,-21:40:53.5,     +0.005601,          4,               21465
+00:46:24.22,-13:26:32.5,     +0.005600,          4,              133607
+03:40:52.73,-18:28:40.8,     +0.005599,          4,               21940
+23:09:39.41,-36:25:12.2,     +0.005598,          3,              132386
+11:50:36.23,-00:34:01.7,     +0.005596,          4,               57041
+11:50:09.44,-04:02:32.4,     +0.005595,          4,               57704
+11:54:00.69,-20:34:02.4,     +0.005594,          4,               56871
+22:41:14.31,-00:37:08.3,     +0.005591,          4,              132225
+03:04:25.75,-13:05:39.5,     +0.005590,          4,               18582
+11:58:23.78,-19:31:03.0,     +0.005588,          4,               57831
+04:35:21.91,-08:56:19.4,     +0.005587,          3,               26821
+11:51:12.15,-27:14:59.2,     +0.005587,          3,               57223
+00:33:04.47,-34:07:21.5,     +0.005585,          4,                3248
+11:53:37.68,-14:53:52.7,     +0.005582,          4,              128158
+04:30:46.59,-20:36:24.7,     +0.005582,          4,               26324
+08:42:41.55,-20:02:36.3,     +0.005581,          4,               42092
+22:10:11.73,-16:39:40.0,     +0.005577,          4,              107252
+19:42:40.58,-10:19:25.3,     +0.005576,          4,               90567
+03:07:14.09,-06:05:33.7,     +0.005576,          4,               18526
+02:57:53.53,-02:20:49.5,     +0.005575,          4,              123402
+11:41:57.36,-06:09:20.4,     +0.005575,          4,               56090
+02:23:02.94,-20:42:42.7,     +0.005574,          4,               14474
+23:46:52.12,-47:08:06.6,     +0.005573,          3,              135872
+13:20:14.01,-30:02:09.6,     +0.005569,          4,               67520
+00:41:11.76,-21:07:53.4,     +0.005566,          4,                5134
+03:09:01.28,-18:11:53.3,     +0.005563,          4,               18110
+13:52:58.29,-38:50:37.5,     +0.005560,          4,               68391
+12:07:11.21,-29:49:25.3,     +0.005560,          4,              128218
+00:51:01.86,-07:03:25.0,     +0.005558,          4,                6274
+13:36:58.91,-31:19:05.3,     +0.005558,          4,               68662
+11:31:51.34,-30:24:38.8,     +0.005556,          4,               55460
+22:07:20.59,-55:32:22.1,     +0.005553,          4,              104993
+03:29:00.69,-22:08:47.7,     +0.005553,          4,               21400
+03:33:36.38,-36:08:25.9,     +0.005553,          4,               20643
+11:53:27.25,-28:33:06.0,     +0.005551,          4,               57920
+01:53:00.49,-13:44:19.0,     +0.005546,          4,               11817
+03:42:36.58,-24:58:53.6,     +0.005541,          4,               21650
+11:50:30.40,-28:52:20.3,     +0.005540,          4,               57402
+13:20:16.85,-21:49:38.5,     +0.005537,          4,               67417
+02:00:55.14,-08:50:33.4,     +0.005537,          4,               11458
+13:30:42.85,-22:25:16.2,     +0.005536,          4,               66617
+03:40:56.86,-22:33:52.1,     +0.005531,          4,               21474
+22:58:01.82,-33:44:32.0,     +0.005530,          4,              132340
+09:22:13.35,-07:47:50.1,     +0.005530,          3,               44423
+20:38:57.29,-63:46:15.2,     +0.005530,          4,               94526
+03:07:04.53,-16:10:47.9,     +0.005529,          4,               18890
+04:52:15.67,-07:15:52.2,     +0.005526,          4,              125233
+11:58:45.38,-19:50:25.9,     +0.005524,          3,               58269
+22:08:34.29,-57:26:33.3,     +0.005521,          4,              107653
+09:09:03.04,-67:55:56.9,     +0.005517,          4,               45265
+05:22:29.70,-60:06:22.9,     +0.005512,          4,               30662
+09:16:04.93,-09:09:05.6,     +0.005510,          4,               44371
+03:32:57.63,-21:05:21.9,     +0.005509,          4,               20552
+03:09:45.44,-20:34:44.6,     +0.005508,          4,               19004
+05:34:01.11,-23:18:36.3,     +0.005502,          4,               32158
+03:04:07.99,-26:04:11.1,     +0.005501,          4,               18120
+13:22:29.47,-21:43:49.2,     +0.005500,          3,               66584
+01:56:22.68,-09:03:41.1,     +0.005499,          4,              122683
+11:54:30.62,-14:23:18.4,     +0.005497,          4,               56992
+13:27:26.30,-17:39:17.7,     +0.005494,          4,              128835
+03:40:36.17,-21:31:32.4,     +0.005491,          4,               21437
+01:11:22.21,-29:14:03.9,     +0.005483,          4,                8393
